MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
80.17552084589005,307.44200424080424,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,
79.00003036542246,79.00003036542246,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,
53.56574215696825,53.56574215696825,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,
89.42426672363389,1132.397819720102,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,
47.29473950207806,130.2736840331948,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
76.28982530448134,161.93957573945468,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
45.67730115509215,45.67730115509215,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
83.33597327165796,2172.9484382873566,0.0,0.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,
101.06543397974518,1130.1227856124262,0.0,0.0,0.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,
50.74847252670063,50.74847252670063,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,
108.54652199442991,7524.985896937511,1.0,0.0,0.0,0.0,70.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,
81.99874644744878,1008.6902648606149,1.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,
85.32511346670057,2358.311204742696,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
74.9088778712128,1709.1154000020879,0.0,0.0,0.0,0.0,22.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
73.24006195020476,912.5424254433599,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
75.95478611135191,3230.1774463248903,0.0,0.0,0.0,0.0,41.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
74.24734446793288,306.52714167787707,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
44.41411618545653,81.07047468072173,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
101.04815521239128,1219.2971895562116,1.0,1.0,1.0,0.0,12.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
92.24611053209853,2257.0048344143083,0.0,0.0,1.0,0.0,24.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,
61.62685745907446,693.1509477898503,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
78.48750154502001,78.48750154502001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,
83.55950671963096,404.14442497504655,1.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,
45.07545454389603,45.07545454389603,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
90.5885379807765,90.5885379807765,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,
84.39688260712917,2053.87346401566,1.0,0.0,0.0,0.0,25.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,
51.039215062842096,895.2659557138218,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,
64.91546452653242,811.1894522001013,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
102.65914097281077,3346.1294681885947,0.0,0.0,1.0,0.0,32.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,
81.15995191259567,188.29020837875206,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
70.14787252044763,70.14787252044763,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
115.863431977797,7884.8160094691975,1.0,0.0,0.0,0.0,68.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,
19.929327959304583,19.929327959304583,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
50.45,50.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,
109.85695393136255,7629.787977007137,0.0,0.0,1.0,0.0,68.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,
92.26799488603966,2256.9995673325125,0.0,0.0,1.0,0.0,24.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,
45.49665596073339,45.49665596073339,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
88.93757913511564,1094.7606809230217,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,
19.723516135679485,19.723516135679485,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,
87.07660673891914,3936.098336075694,0.0,0.0,0.0,0.0,44.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,
102.27446986438304,551.8089594451775,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,
74.41530811031622,306.6584491484801,1.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
49.43690917963166,875.6735172512826,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
97.33338279703263,1060.1380224557947,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
87.99090553239465,1304.8308829402629,0.0,0.0,0.0,1.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,
84.50418558297713,2475.0094950725565,0.0,1.0,0.0,0.0,29.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,
107.16380886028226,6443.264898535151,0.0,0.0,0.0,0.0,59.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,
19.721520882562313,59.02087470462612,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,
101.00707464764444,6610.235808514263,0.0,0.0,1.0,0.0,66.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,
92.84035544467744,4885.477601690154,0.0,1.0,1.0,0.0,51.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,
103.32816459259405,5043.36891967089,0.0,0.0,1.0,1.0,48.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,
38.85270177098842,436.5282046173388,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
88.2999815322384,4254.218019570235,1.0,0.0,0.0,0.0,47.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
100.11055531943165,6271.821597954611,0.0,0.0,0.0,0.0,62.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,
88.65045527738187,631.0998857793613,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,
75.52071800031176,229.1146409998441,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
75.03607865955726,1034.4258761919539,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
53.57251565930048,189.96511483487018,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
45.99511835079773,437.3966166116473,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
55.41329997053629,55.41329997053629,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,
102.83735137856031,4413.2278468423465,1.0,0.0,0.0,0.0,43.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,
59.28458318864196,59.28458318864196,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,
49.12016384023073,1176.774991860429,0.0,0.0,0.0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,
74.47488440477655,1145.7512325980695,0.0,1.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
83.59509595405987,3727.9873416832083,0.0,0.0,0.0,0.0,46.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,
70.42845299780724,138.83357793708348,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
64.65162811186578,732.605422129848,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,
103.86884341457652,4003.0835787714323,0.0,0.0,0.0,0.0,38.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,
94.74002518420023,1739.9479774205595,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,
83.10656584271716,1309.7561751787307,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,
94.25329002393244,2659.445587712969,1.0,0.0,0.0,0.0,28.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,
106.27771256784202,4443.354435839674,0.0,0.0,0.0,0.0,41.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,
80.75691561735876,170.0799907128631,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,
89.2980942522285,1514.466240898914,0.0,1.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,
92.91322936928849,507.3543115174406,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,
49.66410737894077,396.88829625311985,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100.61823647222268,6852.545172800195,0.0,0.0,0.0,0.0,67.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,
104.1664476085096,7254.538395547038,1.0,0.0,0.0,0.0,69.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,
81.22494509433774,3233.7422901545565,0.0,0.0,0.0,0.0,39.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
87.43457742528244,2173.784589030046,0.0,0.0,1.0,0.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,
70.06797505351126,70.06797505351126,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
94.93428756175861,6577.63329828272,0.0,0.0,0.0,0.0,70.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,
74.65982838293138,829.8107645751388,1.0,0.0,1.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
76.52619703026299,1108.7923724410741,0.0,0.0,0.0,0.0,15.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
97.86124037771215,395.71278038842723,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,
39.81309285641383,867.0459389362061,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
105.00131088373666,1932.0817555637964,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,
75.05579692112296,436.42509817489054,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
105.86759901150388,7721.284576561219,1.0,0.0,1.0,0.0,71.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,
106.0893096818007,6427.23214229559,0.0,0.0,0.0,0.0,61.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,
85.97836409577256,2867.8868357107,0.0,0.0,1.0,0.0,33.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,
74.87488282059331,541.491593639931,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
74.48691101893569,74.48691101893569,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
73.48220562235107,3004.725458883411,1.0,0.0,0.0,0.0,40.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,
86.19401110091795,1383.051105342605,0.0,0.0,1.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,
94.92784082426051,4061.380090663242,0.0,0.0,1.0,0.0,42.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,
73.58099431156332,73.58099431156332,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
102.55734020848736,4527.95140938056,0.0,0.0,0.0,0.0,42.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,
82.99758895029642,835.3305531456921,0.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
50.74320725343946,50.74320725343946,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
97.27083003129987,1296.9907867072222,0.0,1.0,0.0,0.0,13.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
82.39616461515719,415.55,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,
89.37739433787632,477.6173124604282,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,
92.08036789200152,829.7612548275135,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,
80.84505320443115,302.7960051987902,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,
76.2019156186107,1071.4947450028446,1.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
91.92031913461821,3062.5652695140398,0.0,0.0,0.0,0.0,34.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,
97.36794833317002,3046.851189978256,0.0,0.0,0.0,0.0,31.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,
80.23032083459609,3192.4699278299718,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,
66.77739753826435,940.0385546751511,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,
85.69294949526976,1381.1173207083066,0.0,0.0,1.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,
76.442326720771,76.442326720771,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
90.50585420666779,1910.58417195975,1.0,1.0,0.0,0.0,21.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,
82.91594422265526,2840.5032814856986,0.0,0.0,0.0,0.0,34.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
98.886832400463,5811.986283872418,0.0,0.0,0.0,0.0,57.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,
29.224064143336825,60.3087952254157,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
85.15441954230393,421.36779569736393,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,
89.96434654964698,89.96434654964698,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
77.78584106015431,714.8113314770669,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
94.24440227344387,180.85681215661867,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
45.70674078263373,45.70674078263373,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
85.25034000931988,423.0836710844741,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,
78.55450435263148,1422.6536557064835,1.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,
75.59695843755978,2574.6761918042057,1.0,0.0,1.0,0.0,34.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
90.55,90.55,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,
101.65350296109577,364.53667462909453,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,
91.0972693320077,1777.8959039980116,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,
71.11135226153048,71.11135226153048,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
72.5670015192434,207.8520022098086,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
91.99515715277278,2409.3675692888905,0.0,0.0,0.0,0.0,26.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,
74.84563784088051,74.84563784088051,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
78.57889500590227,78.57889500590227,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,
75.72634103148937,75.72634103148937,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
83.47954365703711,182.606507155236,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,
85.45906610852047,472.9865372403567,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,
19.548788878861135,19.548788878861135,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,
83.76682468254803,3866.1169147864416,0.0,0.0,0.0,0.0,44.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
49.37264941551875,169.00369751688567,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,
94.08162351155497,196.7767257897948,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,
52.67772410984698,492.20447090827776,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
105.32126300675006,7300.520897318138,1.0,0.0,0.0,0.0,68.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,
113.14912903898316,7855.98388417587,1.0,0.0,1.0,1.0,68.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,
75.48252032628172,4820.74549898468,1.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,
74.04699448364111,520.4682799352431,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
90.57663445011669,90.57663445011669,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,
108.65141755908488,7162.887175575409,0.0,0.0,0.0,0.0,67.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,
70.53077948239982,70.53077948239982,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,
78.75835864444822,252.31915750086836,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,
90.63507096248087,184.61123074032554,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,
52.70509776183529,52.70509776183529,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,
99.97305336310293,4204.890606365707,0.0,0.0,1.0,1.0,41.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,
105.59077692561439,6141.49899118203,0.0,0.0,0.0,0.0,60.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,
99.05638977251812,293.69525584412924,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,
80.3918500731187,145.2399663579433,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,
95.67090262539021,5010.115076057974,0.0,0.0,0.0,0.0,52.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,
80.47999380099492,1424.2163717805176,1.0,0.0,0.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,
88.93294101612773,261.21722711981755,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,
81.74254346301011,5349.677738533717,0.0,0.0,0.0,0.0,66.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,
102.8995757531134,6606.608060690845,0.0,0.0,1.0,1.0,65.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,
73.95653359487396,1176.8143104265732,1.0,1.0,1.0,0.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
75.23501354189443,1029.0546343688504,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,
85.27556137587952,85.27556137587952,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,
58.30097949613193,2499.0907155084847,0.0,0.0,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,
